아파트 이름,건축 연도,거래 연도,거래 월,거래 일,보증금(만원),월세(만원),전용 면적(㎡),층수,법정동명
DMC래미안클라시스,2000,2015,10,21,"36,000",0,84.9,15,남가좌동
남가좌동현대,1999,2015,10,23,"5,000",65,59.4,2,남가좌동
홍제한양,1993,2015,10,27,"20,000",20,60.06,12,홍제동
홍은동벽산,1997,2015,10,15,"5,000",75,58.64,6,홍은동
월드컵현대,1998,2015,10,26,"20,000",20,59.76,14,북가좌동
DMC한양,1987,2015,10,18,"28,000",0,84.33,9,북가좌동
신촌럭키,1999,2015,10,10,"29,000",0,59.7,4,대현동
DMC파크뷰자이1단지,2015,2015,11,14,"44,000",0,84.971,18,남가좌동
DMC래미안클라시스,2000,2015,11,2,"37,000",0,114.88,14,남가좌동
래미안남가좌2차,2005,2015,11,21,"27,000",35,84.806,5,남가좌동
서강2차(2동),1989,2015,11,5,"18,000",0,94.41,4,홍은동
홍제현대,1992,2015,11,2,"33,000",0,75.15,11,홍제동
북가좌삼호,1996,2015,11,23,"35,000",0,114.03,14,북가좌동
"현대(1,2차)",1988,2015,11,30,"23,000",0,59.96,7,홍은동
DMC래미안클라시스,2000,2015,11,8,"27,000",0,59.97,17,남가좌동
인왕산현대,2000,2015,11,27,"20,000",70,84.9,18,홍제동
신촌럭키,1999,2015,11,24,"5,000",120,83.38,12,대현동
DMC파크뷰자이1단지,2015,2015,12,12,"45,000",0,84.968,16,남가좌동
DMC파크뷰자이1단지,2015,2015,12,20,"37,000",0,84.968,6,남가좌동
DMC파크뷰자이1단지,2015,2015,12,1,"38,000",0,84.968,5,남가좌동
성원,2001,2015,12,22,"6,000",0,59.61,11,연희동
홍제한양,1993,2015,12,25,"20,000",20,60.06,2,홍제동
홍제원현대(459-0),2000,2015,12,15,"40,000",0,84.9,13,홍제동
서강,1991,2015,12,9,"27,500",0,138.9,2,홍제동
DMC파크뷰자이1단지,2015,2015,12,3,"5,000",100,59.981,7,남가좌동
홍제원현대(459-0),2000,2015,12,1,"41,000",0,84.9,7,홍제동
월드컵현대,1998,2015,12,17,"18,000",25,59.76,11,북가좌동
인왕산현대,2000,2016,2,20,"31,000",0,59.93,13,홍제동
홍제삼성래미안,2001,2016,2,3,"20,000",0,32.76,4,홍제동
홍제한양,1993,2016,2,20,"27,000",0,60.06,6,홍제동
홍제삼성래미안,2001,2016,2,13,"18,000",0,32.76,3,홍제동
두산,1999,2016,2,6,"24,000",25,59.96,9,북아현동
천연뜨란채,2006,2016,2,28,"14,000",60,56.02,10,천연동
충정리시온,2004,2016,2,2,"2,000",108,45.75,7,충정로3가
"현대(1,2차)",1988,2016,2,20,"29,000",0,84.77,5,홍은동
DMC래미안e편한세상,2012,2016,2,20,"37,000",30,84.92,7,북가좌동
"현대(1,2차)",1988,2016,2,5,"30,000",0,84.77,11,홍은동
남가좌동현대,1999,2016,3,26,"29,000",0,59.4,16,남가좌동
태영으뜸(데시앙),1998,2016,3,28,"15,500",30,85.29,9,홍제동
두산,1997,2016,3,13,"19,000",15,59.73,8,홍은동
서강1차(1동),1988,2016,3,5,"19,000",0,71.53,1,홍은동
신원지벤스타4,2005,2016,3,5,"40,000",40,191.28,2,홍은동
연희자이엘라,2014,2016,3,14,"3,000",40,13.642,6,연희동
두산,1999,2016,3,30,"30,000",0,59.96,5,북아현동
행복한,2006,2016,3,30,"15,500",30,52.74,5,충정로3가
DMC파크뷰자이3단지,2015,2016,3,8,"42,000",0,59.981,17,남가좌동
중앙하이츠,2001,2016,3,8,"26,000",0,84.79,12,홍제동
홍제한양,1993,2016,4,18,"27,000",0,60.06,2,홍제동
두산,1999,2016,4,22,"28,000",0,59.96,6,북아현동
유원,1987,2016,4,30,"18,000",0,54.54,3,홍은동
인왕산현대,2000,2016,4,16,"32,000",0,59.93,16,홍제동
독립문극동(200-0),1998,2016,4,26,"40,000",0,84.87,1,현저동
천연뜨란채,2006,2016,4,4,"15,000",13,30.17,7,천연동
3RU-City,2013,2016,4,11,"6,000",42,25.06,9,창천동
유원하나,1996,2016,4,13,"20,000",0,58.77,5,홍제동
홍제한양,1993,2016,4,29,"10,000",50,84.77,11,홍제동
돈의문센트레빌,2011,2016,4,11,"8,000",165,84.99,9,냉천동
천연뜨란채,2006,2016,5,26,"18,000",0,30.17,5,천연동
홍제원현대(459-0),2000,2016,5,26,"31,000",0,59.93,15,홍제동
인왕산벽산,2003,2016,5,9,"38,000",0,116.28,6,홍제동
두산,1999,2016,5,21,"30,500",0,59.96,3,북아현동
홍제삼성래미안,2001,2016,5,14,"15,000",20,32.76,6,홍제동
대우푸르지오,2002,2016,5,31,"47,000",0,114.705,20,연희동
홍제원현대(459-0),2000,2016,5,21,"32,000",0,59.93,17,홍제동
천연뜨란채,2006,2016,5,12,"5,000",60,30.17,1,천연동
예스에이피엠,2007,2016,5,30,"28,500",0,63.41,13,대현동
제니스APT,2016,2016,5,6,"25,000",0,41.81,7,연희동
DMC래미안클라시스,2000,2016,6,18,"31,000",0,59.59,13,남가좌동
현대그린,1996,2016,6,25,"4,000",90,84.96,5,홍제동
독립문극동(200-0),1998,2016,6,9,"10,000",110,84.87,10,현저동
천연뜨란채,2006,2016,6,18,"36,000",0,57.78,17,천연동
현대,1992,2016,6,27,"38,000",0,84.32,2,충정로2가
동부센트레빌,2002,2016,6,7,"34,000",0,59.86,12,냉천동
천연뜨란채,2006,2016,6,18,"35,500",0,57.78,9,천연동
천연뜨란채,2006,2016,6,18,"18,000",60,57.78,13,천연동
대우푸르지오,2002,2016,6,22,"33,000",0,59.584,5,연희동
청구3차,2001,2016,6,14,"20,000",40,59.4,5,홍제동
DMC파크뷰자이1단지,2015,2016,7,4,"56,000",0,84.971,13,남가좌동
대림,1993,2016,7,16,"38,000",0,119.49,10,연희동
DMC아이파크,2009,2016,7,25,"25,000",65,84.93,3,북가좌동
현대그린,1996,2016,7,12,"27,500",0,84.96,2,홍제동
청구1차,1994,2016,7,23,"37,000",0,84.78,5,홍제동
행복한,2006,2016,7,20,"26,000",0,53.64,5,충정로3가
월드컵현대,1998,2016,7,25,"20,000",30,59.76,8,북가좌동
홍은동벽산,1997,2016,7,9,"12,000",35,58.64,1,홍은동
에스케이뷰,2008,2016,7,12,"54,000",0,84.909,20,합동
쌍용스윗닷홈,2005,2016,7,2,"37,500",0,84.98,14,남가좌동
신촌럭키,1999,2016,8,27,"4,000",130,83.38,8,대현동
세한숲속마을,2002,2016,8,1,"27,000",0,83.9,14,홍은동
DMC한양,1987,2016,8,24,"32,000",0,116.76,2,북가좌동
홍제현대,1992,2016,8,30,"38,000",0,83.05,12,홍제동
DMC래미안e편한세상,2012,2016,8,17,"65,000",0,120.95,7,북가좌동
DMC래미안e편한세상,2012,2016,8,23,"5,000",220,120.95,13,북가좌동
월드컵현대,1998,2016,8,29,"10,000",120,111.13,11,북가좌동
동부센트레빌,2002,2016,8,8,"34,000",0,59.86,10,냉천동
충정리시온,2004,2016,8,20,"2,000",110,45.89,19,충정로3가
로얄훼미리아파트A동,2004,2016,8,31,"37,000",0,80.37,3,충정로2가
e편한세상신촌1단지,2018,2016,9,10,"60,000",0,84.98,11,북아현동
현대그린,1996,2016,9,7,"30,000",0,84.96,4,홍제동
중앙하이츠,2001,2016,9,5,"3,000",80,59.23,9,홍제동
성원,1998,2016,9,25,"20,000",0,41.5,7,홍제동
백련,2004,2016,9,24,"21,000",0,84.6,4,홍은동
두산,1997,2016,9,28,"23,000",20,84.84,13,홍은동
e편한세상신촌2단지,2018,2016,9,1,"65,000",0,84.95,16,북아현동
DMC이랜드해가든,2007,2016,9,25,"42,000",0,84.91,12,북가좌동
홍은동풍림아이원,2002,2016,9,29,"37,000",0,116.101,15,홍은동
홍제원현대(459-0),2000,2016,9,23,"33,000",0,59.93,5,홍제동
DMC래미안e편한세상,2012,2016,10,1,"30,000",135,120.95,10,북가좌동
성원,2001,2016,10,8,"53,000",0,115.06,9,연희동
신촌푸르지오,2015,2016,10,29,"56,000",0,84.9892,8,북아현동
DMC현대아파트,2000,2016,10,14,"25,000",0,84.63,3,북가좌동
e편한세상신촌2단지,2018,2016,10,15,"63,000",0,84.98,16,북아현동
DMC래미안e편한세상,2012,2016,10,31,"40,000",45,84.95,2,북가좌동
청구1차,1994,2016,10,18,"38,000",0,84.78,12,홍제동
문화촌현대,2002,2016,10,29,"35,000",0,84.99,1,홍제동
DMC한양,1987,2016,10,29,"23,000",30,84.33,8,북가좌동
홍은동벽산,1997,2016,10,3,"25,000",0,58.64,2,홍은동
DMC한양,1987,2016,11,19,"31,000",0,105.88,3,북가좌동
DMC래미안e편한세상,2012,2016,11,7,"51,000",0,84.92,3,북가좌동
홍제원현대(459-0),2000,2016,11,3,"20,000",40,59.93,5,홍제동
인왕산현대,2000,2016,11,2,"15,000",80,84.9,11,홍제동
문화촌현대,2002,2016,11,17,"27,000",0,59.94,5,홍제동
두산,1999,2016,11,12,"30,000",0,59.96,4,북아현동
홍제원현대(459-0),2000,2016,11,15,"50,000",0,114.72,11,홍제동
DMC래미안e편한세상,2012,2016,11,3,"58,000",0,84.95,2,북가좌동
DMC래미안클라시스,2000,2016,11,30,"39,000",0,84.9,8,남가좌동
극동,1995,2016,11,4,"21,000",0,84.92,6,홍은동
홍제원현대(459-0),2000,2016,12,3,"43,000",0,114.72,10,홍제동
홍제한양,1993,2016,12,12,"28,000",0,60.06,13,홍제동
성원,1998,2016,12,6,"25,000",0,55.35,11,홍제동
대우푸르지오,2002,2016,12,31,"33,000",0,59.79,5,연희동
신촌럭키,1999,2016,12,23,"40,000",0,83.38,5,대현동
DMC래미안e편한세상,2012,2016,12,31,"25,000",90,84.97,2,북가좌동
e편한세상신촌2단지,2018,2016,12,31,"47,000",0,59.85,13,북아현동
풍림2,1990,2016,12,11,"24,000",0,58.5,1,홍은동
DMC래미안클라시스,2000,2016,12,16,"20,000",37,59.59,2,남가좌동
홍은센트레빌,2009,2016,12,19,"3,000",90,59.96,6,홍은동
두산,1999,2017,2,11,"31,000",0,59.96,17,북아현동
DMC래미안e편한세상,2012,2017,2,25,"33,000",50,59.97,5,북가좌동
DMC파크뷰자이2단지,2015,2017,2,3,"52,000",0,84.968,11,남가좌동
e편한세상신촌3단지,2018,2017,2,12,"47,000",0,59.97,3,북아현동
e편한세상신촌3단지,2018,2017,2,3,"5,147",13,42.33,12,북아현동
충정리시온,2004,2017,2,28,"3,000",100,44.88,18,충정로3가
e편한세상신촌2단지,2018,2017,2,21,"30,000",65,59.85,18,북아현동
성원,1998,2017,2,25,"5,000",60,41.5,10,홍제동
e편한세상신촌2단지,2018,2017,2,6,"8,719",11,59.85,13,북아현동
e편한세상신촌1단지,2018,2017,2,2,"20,000",68,59.85,4,북아현동
신원,2002,2017,3,18,"28,000",0,84.06,2,연희동
e편한세상신촌2단지,2018,2017,3,16,"10,000",180,84.93,19,북아현동
홍제원현대(459-0),2000,2017,3,11,"45,000",0,84.9,5,홍제동
e편한세상신촌1단지,2018,2017,3,5,"55,000",0,84.98,1,북아현동
독립문극동(200-0),1998,2017,3,19,"7,000",0,102.45,15,현저동
미동,1969,2017,3,14,"5,000",80,112.132,8,충정로3가
청구1차,1994,2017,3,11,"40,500",0,84.78,13,홍제동
충정리시온,2004,2017,3,27,"20,000",30,44.88,13,충정로3가
서소문,1971,2017,3,7,"8,000",0,42.64,5,미근동
연희자이엘라,2014,2017,3,15,"3,000",40,13.642,6,연희동
남가좌동현대,1999,2017,4,20,"30,000",0,59.4,3,남가좌동
제이씨라디앙,2005,2017,4,7,"40,000",0,196.98,8,홍은동
동호,2003,2017,4,3,"1,000",30,74.56,5,충정로3가
DMC래미안e편한세상,2012,2017,4,25,"55,000",0,84.95,19,북가좌동
독립문극동(200-0),1998,2017,4,24,"37,000",0,59.58,23,현저동
디엠씨엘가,2017,2017,4,8,"24,000",0,30.36,8,남가좌동
천연뜨란채,2006,2017,4,8,"33,000",0,57.78,17,천연동
디엠씨엘가,2017,2017,4,8,"2,400",0,30.36,8,남가좌동
DMC래미안클라시스,2000,2017,4,1,"33,000",0,59.93,1,남가좌동
성원,2001,2017,4,14,"10,000",100,115.06,4,연희동
반석블레스,2013,2017,5,16,"36,000",0,84.96,10,홍은동
독립문극동(200-0),1998,2017,5,30,"10,000",85,59.58,3,현저동
e편한세상신촌3단지,2018,2017,5,25,"52,500",0,84.93,2,북아현동
성원,1998,2017,5,1,"17,500",0,41.5,2,홍제동
독립문삼호,1995,2017,5,7,"37,000",0,84.78,2,영천동
극동,1995,2017,5,23,"28,000",0,84.92,14,홍은동
초원,1988,2017,5,29,"10,000",0,49.26,5,홍은동
홍은동아더프라임,2014,2017,5,8,"35,000",0,74.8918,15,홍은동
풍림2,1990,2017,5,17,"30,000",0,84.93,13,홍은동
홍은동풍림아이원,2002,2017,5,22,"40,000",0,130.539,9,홍은동
세한숲속마을,2002,2017,6,12,"14,000",50,83.9,8,홍은동
인왕산현대,2000,2017,6,15,"34,000",0,59.93,12,홍제동
"현대(1,2차)",1988,2017,6,20,"35,000",0,84.77,4,홍은동
홍제한양,1993,2017,6,11,"27,000",0,60.06,12,홍제동
유원하나,1996,2017,6,21,"26,000",0,72.34,9,홍제동
북가좌삼호,1996,2017,6,29,"38,000",0,84.57,15,북가좌동
문화촌현대,2002,2017,6,23,"36,000",0,84.99,20,홍제동
인왕산벽산,2003,2017,6,2,"33,000",0,84.63,2,홍제동
홍은동아더프라임,2014,2017,6,9,"35,500",0,74.8918,12,홍은동
독립문파크빌,2000,2017,6,10,"28,000",0,59.4,11,현저동
홍제현대,1992,2017,7,27,"45,000",0,106.18,4,홍제동
DMC파크뷰자이2단지,2015,2017,7,24,"48,000",0,84.99,3,남가좌동
요진,1998,2017,7,25,"32,000",0,82.08,12,북가좌동
홍제한양,1993,2017,7,15,"24,000",10,60.06,8,홍제동
DMC래미안e편한세상,2012,2017,7,17,"55,000",0,84.97,13,북가좌동
조한,2000,2017,7,4,"23,000",0,84.992,8,홍제동
DMC파크뷰자이1단지,2015,2017,7,17,"58,800",0,84.968,11,남가좌동
일진아이윌,2005,2017,7,2,"19,500",55,64.455,6,연희동
천연뜨란채,2006,2017,7,19,"8,000",85,57.78,11,천연동
홍은동아더프라임,2014,2017,7,21,"36,000",0,74.8918,14,홍은동
DMC파크뷰자이2단지,2015,2017,8,30,"54,000",0,84.968,1,남가좌동
진흥,2002,2017,8,28,"20,000",60,78.02,3,홍은동
DMC파크뷰자이1단지,2015,2017,8,27,"55,000",0,84.968,11,남가좌동
DMC파크뷰자이2단지,2015,2017,8,5,"55,000",0,84.968,5,남가좌동
홍은동아더프라임,2014,2017,8,1,"31,000",0,59.8736,8,홍은동
천연뜨란채,2006,2017,8,26,"19,000",0,30.17,2,천연동
디엠씨엘가,2017,2017,8,19,"25,500",0,30.36,9,남가좌동
경남102동,2008,2017,8,29,"30,000",0,59.97,4,북아현동
남가좌동현대,1999,2017,8,5,"28,000",0,59.4,6,남가좌동
연희자이엘라,2014,2017,8,19,"1,000",62,13.642,4,연희동
홍제현대,1992,2017,9,27,"40,000",0,83.05,15,홍제동
신원지벤스타5,2005,2017,9,29,"41,000",0,134.18,3,홍은동
지벤스타S동(392-13),2006,2017,9,19,"44,000",0,170.43,1,홍은동
홍제현대,1992,2017,9,27,"28,000",0,60.81,5,홍제동
DMC파크뷰자이1단지,2015,2017,9,19,"54,000",0,84.971,24,남가좌동
DMC파크뷰자이1단지,2015,2017,9,12,"40,000",20,59.977,4,남가좌동
성원쌍떼빌팰리스,2005,2017,9,24,"47,000",0,84.98,11,연희동
홍제한양,1993,2017,9,20,"28,000",0,60.06,11,홍제동
명가,2009,2017,9,28,"25,000",0,79.92,4,홍은동
충정리시온,2004,2017,9,23,"31,000",0,45.89,6,충정로3가
DMC파크뷰자이3단지,2015,2017,10,29,"43,000",0,59.981,17,남가좌동
홍제현대,1992,2017,10,17,"47,000",0,119.32,5,홍제동
홍제한양,1993,2017,10,24,"22,000",0,84.77,4,홍제동
연희아트빌,2001,2017,10,30,"39,000",0,103.98,5,연희동
"현대(1,2차)",1988,2017,10,14,"18,000",0,73.98,2,홍은동
신촌럭키,1999,2017,10,28,"5,000",120,83.38,12,대현동
홍제원현대(459-0),2000,2017,10,18,"33,000",0,59.93,8,홍제동
충정리시온,2004,2017,10,13,"26,000",20,44.88,9,충정로3가
"현대(1,2차)",1988,2017,10,13,"29,000",0,74.52,7,홍은동
신촌푸르지오,2015,2017,10,30,"45,000",57,84.9559,15,북아현동
DMC래미안e편한세상,2012,2017,11,18,"50,000",0,84.97,10,북가좌동
인왕산벽산,2003,2017,11,4,"44,000",0,116.28,3,홍제동
선명(101동),2005,2017,11,30,"2,000",95,66.77,2,연희동
경남102동,2008,2017,11,30,"26,000",0,59.97,3,북아현동
홍제한양,1993,2017,11,11,"37,000",0,84.77,7,홍제동
풍림2,1990,2017,11,17,"26,000",0,66.69,5,홍은동
DMC파크뷰자이1단지,2015,2017,11,14,"46,000",0,59.981,12,남가좌동
홍은동벽산,1997,2017,11,19,"34,000",0,84.78,15,홍은동
남가좌동현대,1999,2017,11,18,"35,000",0,84.78,4,남가좌동
홍제한양,1993,2017,11,11,"28,000",0,60.06,12,홍제동
신촌푸르지오,2015,2017,12,12,"48,000",0,59.88,2,북아현동
홍제삼성래미안,2001,2017,12,9,"34,000",0,60,13,홍제동
홍제원현대(459-0),2000,2017,12,6,"10,000",75,59.93,6,홍제동
홍제원현대(459-0),2000,2017,12,6,"10,000",0,59.93,6,홍제동
홍제삼성래미안,2001,2017,12,10,"16,000",25,32.76,11,홍제동
DMC래미안e편한세상,2012,2017,12,3,"90,000",0,201.71,34,북가좌동
북한산더샵,2017,2017,12,15,"45,000",0,84.96,19,홍은동
홍제현대,1992,2017,12,22,"35,000",0,75.15,15,홍제동
래미안남가좌2차,2005,2017,12,18,"39,000",0,59.788,1,남가좌동
북한산더샵,2017,2017,12,10,"45,000",0,84.83,6,홍은동
북한산더샵,2017,2018,2,10,"50,000",0,84.83,20,홍은동
북한산더샵,2017,2018,2,11,"50,000",0,84.83,8,홍은동
홍은동벽산,1997,2018,2,24,"32,000",0,84.96,2,홍은동
남가좌동현대,1999,2018,2,22,"32,000",0,59.4,14,남가좌동
세한숲속마을,2002,2018,2,8,"28,000",0,83.9,13,홍은동
홍제원현대(459-0),2000,2018,2,24,"42,000",0,84.9,10,홍제동
독립문극동(200-0),1998,2018,2,26,"53,000",0,84.87,16,현저동
서강주상복합,1998,2018,2,9,"37,000",0,140.72,12,홍은동
북한산더샵,2017,2018,2,8,"20,000",83,59.9,15,홍은동
남가좌동현대,1999,2018,2,19,"31,000",0,59.4,15,남가좌동
홍제원현대(459-0),2000,2018,3,12,"45,000",0,84.9,16,홍제동
홍제원현대(459-0),2000,2018,3,31,"35,000",0,59.93,11,홍제동
독립문극동(200-0),1998,2018,3,5,"40,000",0,59.58,13,현저동
남가좌동현대,1999,2018,3,24,"31,000",0,59.4,16,남가좌동
서강1차(1동),1988,2018,3,23,"21,000",0,71.53,1,홍은동
독립문파크빌,2000,2018,3,23,"28,400",0,59.4,1,현저동
독립문극동(200-0),1998,2018,3,19,"45,000",0,84.87,2,현저동
홍제현대,1992,2018,3,20,"36,000",0,75.15,15,홍제동
홍제현대,1992,2018,3,12,"36,000",0,75.15,15,홍제동
DMC파크뷰자이1단지,2015,2018,3,26,"20,000",100,84.98,13,남가좌동
서대문노블루체,2018,2018,4,28,"36,000",0,49.98,8,홍은동
홍제현대,1992,2018,4,13,"47,000",0,106.18,13,홍제동
독립문파크빌,2000,2018,4,12,"30,000",0,59.4,4,현저동
신촌럭키,1999,2018,4,18,"38,000",90,121.6,11,대현동
DMC래미안클라시스,2000,2018,4,26,"34,000",0,59.97,14,남가좌동
홍은동벽산,1997,2018,4,21,"45,000",0,142.98,13,홍은동
독립문극동(200-0),1998,2018,4,19,"52,000",0,84.87,9,현저동
독립문극동(200-0),1998,2018,4,20,"30,000",40,84.87,1,현저동
DMC래미안클라시스,2000,2018,4,19,"20,000",0,114.93,4,남가좌동
청구3차,2001,2018,4,3,"34,000",0,59.4,6,홍제동
홍제삼성래미안,2001,2018,5,19,"23,000",0,32.76,2,홍제동
서대문노블루체,2018,2018,5,19,"22,000",0,29.07,9,홍은동
서대문노블루체,2018,2018,5,15,"30,000",0,43.89,10,홍은동
두산,1999,2018,5,30,"33,000",0,59.96,10,북아현동
신촌럭키,1999,2018,5,12,"45,000",0,83.38,12,대현동
독립문극동(200-0),1998,2018,5,30,"50,000",0,84.87,14,현저동
동원베네스트,2012,2018,5,27,"30,000",0,84.9573,7,홍은동
성원,2001,2018,5,17,"32,000",0,59.61,14,연희동
독립문극동(200-0),1998,2018,5,12,"50,000",0,84.87,20,현저동
홍은동벽산,1997,2018,5,7,"43,000",0,142.98,6,홍은동
홍은동벽산,1997,2018,6,2,"25,000",0,58.64,14,홍은동
동부센트레빌,2002,2018,6,7,"20,000",40,59.86,10,냉천동
홍제현대,1992,2018,6,29,"31,000",0,60.81,1,홍제동
인왕산어울림,2006,2018,6,8,"40,000",80,144.68,12,홍제동
DMC래미안클라시스,2000,2018,6,25,"46,000",0,114.93,1,남가좌동
독립문극동(200-0),1998,2018,6,18,"50,000",0,84.87,6,현저동
홍은동벽산,1997,2018,6,7,"35,000",0,84.78,14,홍은동
HDX휴팰리스,2018,2018,6,23,"34,000",0,59.1032,17,홍은동
천연뜨란채,2006,2018,6,16,"38,000",0,55.85,16,천연동
두산,1999,2018,6,20,"34,000",0,59.96,16,북아현동
DMC래미안클라시스,2000,2018,7,14,"40,000",0,84.95,12,남가좌동
홍제원현대(459-0),2000,2018,7,14,"33,500",0,59.93,7,홍제동
HDX휴팰리스,2018,2018,7,17,"33,000",0,59.0362,5,홍은동
세한숲속마을,2002,2018,7,10,"25,000",0,83.9,13,홍은동
홍은동벽산,1997,2018,7,11,"23,500",0,142.98,2,홍은동
DMC센트레빌,2009,2018,7,13,"41,000",0,59.95,5,남가좌동
유원하나,1996,2018,7,31,"27,000",0,72.34,11,홍제동
신촌럭키,1999,2018,7,28,"35,000",0,59.7,9,대현동
e편한세상신촌1단지,2018,2018,7,29,"54,000",0,59.85,9,북아현동
성원,2001,2018,7,19,"46,000",0,84.95,16,연희동
DMC센트럴아이파크,2018,2018,8,20,"38,000",0,59.91,12,남가좌동
DMC센트럴아이파크,2018,2018,8,25,"45,000",0,84.95,2,남가좌동
태영으뜸(데시앙),1998,2018,8,11,"19,000",0,43.72,7,홍제동
성원쌍떼빌팰리스,2005,2018,8,28,"50,000",0,84.98,8,연희동
신촌럭키,1999,2018,8,18,"47,000",0,83.38,6,대현동
독립문극동(200-0),1998,2018,8,11,"53,000",0,84.87,20,현저동
DMC래미안클라시스,2000,2018,8,17,"15,000",50,59.59,12,남가좌동
현대그린,1996,2018,8,12,"26,000",30,84.96,2,홍제동
홍제현대,1992,2018,8,8,"40,000",0,75.15,10,홍제동
DMC센트럴아이파크,2018,2018,8,26,"43,000",0,84.97,2,남가좌동
남가좌동현대,1999,2018,9,8,"30,000",0,59.4,1,남가좌동
남가좌동현대,1999,2018,9,8,"30,000",0,59.4,1,남가좌동
동부센트레빌,2002,2018,9,28,"39,000",0,59.86,11,냉천동
임광,1999,2018,9,11,"36,000",0,59.96,2,연희동
DMC현대아파트,2000,2018,9,1,"36,000",0,84.95,12,북가좌동
래미안남가좌2차,2005,2018,9,1,"45,000",0,59.788,4,남가좌동
DMC현대아파트,2000,2018,9,1,"36,000",0,84.95,12,북가좌동
신촌푸르지오,2015,2018,9,27,"70,000",0,84.9572,17,북아현동
DMC파크뷰자이1단지,2015,2018,9,12,"55,000",0,84.98,19,남가좌동
연우,2004,2018,9,5,"30,000",0,110.73,3,연희동
홍제센트럴IPARK,2020,2018,10,9,"20,000",0,59.98,15,홍제동
e편한세상신촌1단지,2018,2018,10,25,"35,000",0,59.85,12,북아현동
DMC센트럴아이파크,2018,2018,10,14,"41,000",0,59.91,9,남가좌동
DMC래미안e편한세상,2012,2018,10,5,"65,000",0,120.95,18,북가좌동
DMC래미안e편한세상,2012,2018,10,24,"30,000",50,84.94,3,북가좌동
우공팰리스,2007,2018,10,27,"35,000",0,84.81,8,북가좌동
홍제현대,1992,2018,10,26,"38,000",0,75.15,1,홍제동
DMC래미안e편한세상,2012,2018,10,17,"25,000",150,120.95,2,북가좌동
홍제현대,1992,2018,10,26,"38,000",0,75.15,1,홍제동
홍제현대,1992,2018,10,5,"38,000",0,75.15,8,홍제동
DMC한양,1987,2018,11,15,"43,000",0,105.88,8,북가좌동
한울뉴타운,2004,2018,11,14,"25,000",0,73.53,5,북가좌동
DMC센트럴아이파크,2018,2018,11,7,"45,000",0,84.9,4,남가좌동
홍은동벽산,1997,2018,11,7,"35,000",0,84.78,9,홍은동
홍제센트럴IPARK,2020,2018,11,10,"45,000",0,59.98,13,홍제동
DMC센트럴아이파크,2018,2018,11,20,"39,500",0,84.9,14,남가좌동
DMC센트럴아이파크,2018,2018,11,22,"39,000",0,59.99,6,남가좌동
홍제센트럴IPARK,2020,2018,11,1,"52,000",0,84.96,9,홍제동
DMC센트럴아이파크,2018,2018,11,2,"41,000",0,84.98,19,남가좌동
홍제센트럴IPARK,2020,2018,11,24,"48,000",0,59.98,10,홍제동
DMC파크뷰자이1단지,2015,2018,12,16,"49,000",0,84.968,9,남가좌동
풍림2,1990,2018,12,14,"27,000",0,58.5,3,홍은동
DMC파크뷰자이1단지,2015,2018,12,1,"52,000",0,84.971,5,남가좌동
DMC파크뷰자이1단지,2015,2018,12,1,"51,000",0,84.974,22,남가좌동
DMC한양,1987,2018,12,5,"43,000",0,105.88,8,북가좌동
북가좌삼호,1996,2018,12,25,"31,000",0,84.57,17,북가좌동
홍제현대,1992,2018,12,22,"40,000",0,106.18,10,홍제동
DMC센트럴아이파크,2018,2018,12,29,"39,000",0,84.94,5,남가좌동
홍은동벽산,1997,2018,12,22,"42,000",0,142.98,11,홍은동
동원베네스트,2012,2018,12,7,"33,000",0,84.9772,2,홍은동
홍제헤렌,2018,2019,2,25,"37,000",0,59.93,7,홍제동
홍제헤렌,2018,2019,2,25,"37,000",0,59.93,7,홍제동
연희파크푸르지오,2018,2019,2,23,"39,000",0,84.8,2,연희동
래미안남가좌2차,2005,2019,2,2,"44,000",0,84.806,12,남가좌동
독립문극동(200-0),1998,2019,2,16,"40,000",0,59.58,3,현저동
연희파크푸르지오,2018,2019,2,7,"37,000",0,59.9835,13,연희동
풍림2,1990,2019,2,14,"30,000",0,107.2,15,홍은동
청구3차,2001,2019,2,28,"10,000",60,59.4,17,홍제동
홍제센트럴IPARK,2020,2019,2,16,"43,000",0,84.97,4,홍제동
홍제헤렌,2018,2019,2,25,"37,000",0,59.99,3,홍제동
연희파크푸르지오,2018,2019,3,29,"38,800",0,59.98,6,연희동
반석블레스,2013,2019,3,27,"36,000",0,84.96,10,홍은동
홍제센트럴IPARK,2020,2019,3,20,"43,000",0,84.97,2,홍제동
연희파크푸르지오,2018,2019,3,20,"39,000",0,59.9835,10,연희동
홍제현대,1992,2019,3,23,"34,000",0,75.15,14,홍제동
연희파크푸르지오,2018,2019,3,30,"38,500",0,84.4317,12,연희동
DMC래미안클라시스,2000,2019,3,30,"37,000",0,84.9,6,남가좌동
e편한세상신촌2단지,2018,2019,3,6,"54,000",0,59.85,16,북아현동
DMC센트레빌,2009,2019,3,23,"20,000",120,114.9,10,남가좌동
래미안남가좌2차,2005,2019,3,16,"42,000",0,84.806,2,남가좌동
독립문극동(200-0),1998,2019,4,13,"46,000",0,84.87,18,현저동
e편한세상신촌1단지,2018,2019,4,4,"49,000",0,59.85,3,북아현동
월드컵현대,1998,2019,4,23,"5,000",80,59.76,8,북가좌동
