아파트 이름,거래 금액(만원),거래 연도,거래 월,거래 일,전용 면적(㎡),층수,법정동명,도로명 주소
현대1차,"80,000",2021,7,29,79.52,4,문래동6가,문래로4길
코오롱,"100,300",2021,7,31,84.93,11,대림동,도영로
당산어울림2차,"115,000",2021,8,20,84.8711,2,당산동3가,양산로17길
성락,"45,000",2021,8,21,69.46,3,대림동,대림로34다길
문래대림,"92,000",2021,8,13,84.92,19,문래동5가,선유로
문래두산위브,"86,000",2021,8,30,65.46,3,문래동5가,선유로9나길
대우트럼프월드II,"215,000",2021,8,25,123.78,19,여의도동,여의동로
문래자이,"181,000",2021,8,28,121.53,11,문래동3가,당산로4길
영등포푸르지오,"112,000",2021,8,27,59.912,7,영등포동,도신로29길
신대림자이2단지,"107,500",2021,8,31,84.63,16,대림동,시흥대로
아크로타워스퀘어,"162,500",2021,8,31,84.71,13,영등포동7가,국회대로54길
서울,"398,000",2021,8,28,139.31,8,여의도동,여의나루로
당산센트럴아이파크,"170,000",2021,9,11,84.98,24,당산동5가,영신로
남성,"89,500",2021,9,29,58.52,5,문래동2가,경인로77길
강변래미안,"117,000",2021,9,25,55.91,7,당산동,버드나루로
쌍용플래티넘S,"10,000",2021,9,24,18.24,4,대림동,대림로29길
쌍용예가클래식,"132,000",2021,9,24,106.56,4,당산동3가,당산로31길
라르파크,"47,500",2021,9,27,30.2372,14,영등포동,신길로61길
코오롱,"81,000",2021,9,30,68.88,12,당산동1가,영등포로28길
당산대우,"41,000",2021,9,27,31.73,20,당산동2가,영등포로
영등포푸르지오,"124,700",2021,9,27,73.133,13,영등포동,도신로29길
보라매에스케이뷰,"138,000",2021,9,25,59.98,26,신길동,여의대방로35가길
래미안당산1차,"137,000",2021,10,28,84.99,17,당산동,당산로54길
당산삼성래미안4차,"195,000",2021,10,31,161.08,11,당산동5가,당산로
양평한신,"96,500",2021,10,28,59.94,19,양평동5가,양평로24길
여의도리버뷰,"11,000",2021,10,26,12.96,5,신길동,여의대방로61길
시범,"350,000",2021,10,26,156.99,7,여의도동,63로
우성5,"89,000",2021,10,31,84.98,6,신길동,도신로
영등포아트자이,"141,500",2021,10,29,84.764,4,도림동,도영로
코오롱,"83,000",2021,10,22,68.88,15,당산동1가,영등포로28길
양평한신,"97,000",2021,10,27,59.94,18,양평동5가,양평로24길
대방,"22,000",2021,10,29,37.96,4,신길동,여의대방로
대우트럼프월드Ⅰ,"230,000",2021,11,30,178.5,22,여의도동,여의동로
라르파크,"45,600",2021,11,27,30.3116,14,영등포동,신길로61길
훼미리하우스117,"13,000",2021,11,26,16.9,5,영등포동7가,버드나루로
우성1,"122,500",2021,11,23,83.64,3,신길동,도신로
영등포푸르지오,"119,000",2021,11,23,79.777,3,영등포동,도신로29길
신기목련아파트,"70,000",2021,11,27,59.4,11,신길동,신길로42가길
삼환,"94,500",2021,11,29,59.53,25,신길동,여의대방로43나길
삼환,"99,000",2021,11,27,59.53,6,신길동,여의대방로43라길
당산현대5차,"104,500",2021,11,20,59.55,2,당산동4가,당산로42길
양평벽산블루밍,"82,500",2021,11,24,59.58,6,양평동2가,선유서로21길
진로,"122,000",2021,12,20,84.87,20,당산동1가,당산로
우성1,"95,500",2021,12,11,64.4,4,신길동,도신로
신길레전드힐스,"10,300",2021,12,29,13.74,11,신길동,가마산로
우성1,"69,000",2021,12,29,62.37,1,대림동,도림로
동보,"95,000",2021,12,31,84.48,10,양평동5가,양평로23길
동보,"95,000",2021,12,31,84.48,10,양평동5가,양평로23길
영등포그랑그루,"13,000",2021,12,24,12.1,12,영등포동4가,문래로
포레스트힐시티,"11,500",2021,12,23,13.53,13,영등포동3가,영중로6길
문래힐스테이트,"170,000",2021,12,29,137.82,4,문래동3가,문래로
당산2가현대홈타운,"122,000",2021,12,29,82.77,3,당산동2가,당산로
당산현대5차,"112,500",2022,2,25,59.75,5,당산동4가,당산로42길
내이처해밀,"13,500",2022,2,22,14.89,5,영등포동1가,경인로114길
롯데캐슬엠파이어,"239,000",2022,2,22,163.86,14,여의도동,의사당대로
쌍용예가클래식,"128,000",2022,2,24,88.02,6,당산동3가,당산로31길
동아에코빌,"84,000",2022,2,26,59.93,19,도림동,도림로
보라매경남아너스빌,"116,000",2022,2,26,84.79,13,신길동,여의대방로
양평벽산블루밍,"83,000",2022,2,26,59.58,13,양평동2가,선유서로21길
내이처해밀,"13,500",2022,2,22,14.24,11,영등포동1가,경인로114길
우성1,"71,000",2022,2,19,62.37,13,대림동,도림로
신길센트럴아이파크,"118,000",2022,2,24,59.97,3,신길동,가마산로
양평한신,"110,000",2022,3,20,84.87,14,양평동5가,양평로24길
우성1,"98,000",2022,3,31,64.4,9,신길동,도신로
라이프콤비,"169,000",2022,3,22,122.4,22,여의도동,63로
현대2차,"94,500",2022,3,28,79.72,7,문래동6가,문래로4길
문래자이,"158,000",2022,3,25,84.98,17,문래동3가,당산로4길
영등포푸르지오,"121,500",2022,3,30,79.777,23,영등포동,도신로29길
우성1,"109,500",2022,3,25,83.64,1,신길동,도신로
문래동삼환,"96,000",2022,3,26,84.98,4,문래동4가,도림로143길
현대1,"82,000",2022,3,24,84.75,1,대림동,도신로4길
강변래미안,"178,000",2022,3,29,108.15,17,당산동,버드나루로
래미안영등포프레비뉴,"124,000",2022,4,1,59.99,14,신길동,가마산로
한솔,"75,000",2022,4,12,59.28,8,양평동6가,양평로30길
동아에코빌,"75,000",2022,4,17,59.94,2,도림동,도림로
삼호한숲,"92,000",2022,4,30,59.9,8,양평동4가,선유로47길
래미안에스티움,"127,000",2022,4,29,59.98,3,신길동,신풍로
순복음(초원),"115,000",2022,4,19,66.94,14,여의도동,국회대로76가길
리첸시아,"250,000",2022,4,27,119.21,12,여의도동,여의동로
신길센트럴자이아파트,"157,400",2022,4,30,84.98,5,신길동,신길로29길
동보,"89,000",2022,4,19,59.4,12,양평동5가,양평로23길
대우트럼프월드Ⅰ,"173,000",2022,4,14,107.1,17,여의도동,여의동로
롯데캐슬엠파이어,"200,000",2022,5,26,107.58,19,여의도동,의사당대로
삼익,"234,000",2022,5,23,122.78,9,여의도동,국제금융로
영등포푸르지오,"128,000",2022,5,24,79.777,19,영등포동,도신로29길
수정,"262,700",2022,5,23,150.65,10,여의도동,국제금융로7길
경남아너스빌,"100,700",2022,5,27,59.9,16,영등포동7가,양산로
대우트럼프월드Ⅰ,"197,000",2022,5,18,104.7,16,여의도동,여의동로
롯데캐슬엠파이어,"300,000",2022,5,19,193.8,38,여의도동,의사당대로
아크로타워스퀘어,"164,500",2022,5,10,84.65,20,영등포동7가,국회대로54길
당산현대3차,"103,500",2022,5,17,59.26,3,당산동4가,당산로41길
도림청구,"50,000",2022,5,25,37.81,14,도림동,도영로7길
대우트럼프월드Ⅰ,"443,000",2022,6,25,244.91,39,여의도동,여의동로
보라매경남아너스빌,"101,000",2022,6,27,84.79,4,신길동,여의대방로
여의도자이,"304,000",2022,6,30,163.64,26,여의도동,여의동로3길
약산,"22,000",2022,6,29,39.99,5,양평동4가,선유로
한성,"82,500",2022,6,23,59.87,4,신길동,가마산로
이지리움S,"12,000",2022,6,28,13.37,9,영등포동2가,국회대로54길
월드메르디앙,"100,000",2022,6,24,84.44,9,양평동3가,선유서로
롯데캐슬엠파이어,"290,000",2022,6,22,182.62,39,여의도동,의사당대로
아크로타워스퀘어,"172,500",2022,6,30,84.65,5,영등포동7가,국회대로54길
여의도씨티아이,"12,600",2022,6,30,12.59,14,영등포동1가,경인로
래미안영등포프레비뉴,"130,000",2022,7,22,59.99,8,신길동,가마산로
삼익,"85,000",2022,7,26,60.83,4,당산동3가,국회대로
서울,"555,000",2022,7,19,200.27,8,여의도동,여의나루로
동양,"86,000",2022,7,29,84.85,2,양평동6가,양평로30가길
내이처해밀,"12,800",2022,7,25,14.89,12,영등포동1가,경인로114길
(1101-1),"11,000",2022,7,14,14.46,6,대림동,도림천로19길
아크로타워스퀘어,"155,000",2022,7,15,84.71,13,영등포동7가,국회대로54길
대우트럼프월드Ⅰ,"237,000",2022,7,16,152.62,12,여의도동,여의동로
브라운스톤당산,"125,000",2022,7,17,84.021,7,당산동4가,영신로55길
이지리움S,"15,500",2022,7,27,13.35,10,영등포동2가,국회대로54길
당산2가현대홈타운,"115,000",2022,8,31,82.77,8,당산동2가,당산로
쌍용플래티넘S,"14,400",2022,8,31,31.5,8,대림동,대림로29길
휴브리지빌딩,"16,000",2022,8,29,17.97,11,당산동,버드나루로
광장,"215,000",2022,8,25,101.39,2,여의도동,여의나루로
훼미리하우스138,"13,150",2022,8,29,14.28,12,당산동,버드나루로17길
라르파크,"50,000",2022,8,6,30.2372,13,영등포동,신길로61길
G밸리소홈,"14,950",2022,8,23,16.1,12,대림동,도림천로19길
성원(650),"61,000",2022,8,26,59.63,22,대림동,대림로
여의도자이,"320,000",2022,8,23,182.45,15,여의도동,여의동로3길
한신,"65,000",2022,8,29,40.04,11,문래동6가,선유서로
쌍용플래티넘S,"7,600",2022,9,27,18.24,3,대림동,대림로29길
쌍용플래티넘S,"7,600",2022,9,28,18.24,3,대림동,대림로29길
쌍용플래티넘S,"7,600",2022,9,29,18.24,4,대림동,대림로29길
쌍용플래티넘S,"7,600",2022,9,27,18.24,3,대림동,대림로29길
쌍용플래티넘S,"7,600",2022,9,28,18.24,2,대림동,대림로29길
쌍용플래티넘S,"6,700",2022,9,29,17.48,7,대림동,대림로29길
쌍용플래티넘S,"7,600",2022,9,28,18.24,4,대림동,대림로29길
쌍용플래티넘S,"7,600",2022,9,28,18.24,3,대림동,대림로29길
쌍용플래티넘S,"7,600",2022,9,28,18.24,2,대림동,대림로29길
쌍용플래티넘S,"7,600",2022,9,28,18.24,2,대림동,대림로29길
신길센트럴아이파크,"140,000",2022,10,21,84.98,13,신길동,가마산로
현대1,"75,000",2022,10,29,84.75,14,대림동,도신로4길
신길센트럴자이아파트,"138,000",2022,10,22,84.98,9,신길동,신길로29길
G밸리소홈,"14,000",2022,10,24,16.1,9,대림동,도림천로19길
신길센트럴아이파크,"112,000",2022,10,13,84.98,2,신길동,가마산로
당산디오빌,"28,500",2022,10,29,29.23,7,당산동5가,당산로
영등포푸르지오,"105,000",2022,10,31,84.84,23,영등포동,도신로29길
훼미리하우스117,"12,800",2022,10,31,16.98,8,영등포동7가,버드나루로
G밸리소홈,"16,000",2022,10,25,16.1,14,대림동,도림천로19길
(1101-1),"11,000",2022,10,15,13.9,8,대림동,도림천로19길
코오롱,"95,000",2022,11,26,84.93,4,대림동,도영로
래미안에스티움,"114,000",2022,11,25,84.92,2,신길동,신풍로
문래대림,"60,500",2022,11,23,59.96,17,문래동5가,선유로
래미안에스티움,"88,000",2022,11,28,59.95,2,신길동,신풍로
코오롱,"95,000",2022,11,26,84.93,4,대림동,도영로
당산현대5차,"100,000",2022,11,25,84.69,5,당산동4가,당산로42길
당산계룡리슈빌1단지,"61,000",2022,11,19,40.136,12,당산동3가,양산로25길
코오롱,"73,000",2022,11,22,59.94,22,대림동,도영로
한성,"105,000",2022,11,13,84.98,12,신길동,가마산로
한성,"119,000",2022,11,13,134.33,2,신길동,가마산로
포레나영등포센트럴,"93,000",2022,12,13,59.8976,18,영등포동7가,국회대로50길
우성1,"60,000",2022,12,20,62.37,2,대림동,도림로
보라매에스케이뷰,"90,000",2022,12,27,59.98,25,신길동,여의대방로35가길
강변래미안,"100,000",2022,12,29,79.05,12,당산동,버드나루로
당산롯데캐슬프레스티지,"119,000",2022,12,22,84.99,20,당산동4가,영신로
양평한신,"77,000",2022,12,31,59.94,11,양평동5가,양평로24길
경남아너스빌,"65,000",2022,12,22,70.94,5,양평동4가,양평로17길
어반힐,"30,000",2022,12,26,26.25,9,양평동1가,선유로25길
여의도씨티아이,"13,390",2022,12,30,12.59,14,영등포동1가,경인로
래미안영등포프레비뉴,"105,000",2022,12,2,84.98,4,신길동,가마산로
여의도리미티오148,"38,180",2023,2,27,24.3859,12,영등포동2가,버드나루로
힐스테이트클래시안,"125,000",2023,2,27,84.86,29,신길동,신길로28길
상록수,"52,000",2023,2,24,59.67,8,양평동2가,영등포로
거성파스텔,"79,500",2023,2,27,59.96,21,양평동3가,선유로43가길
대우트럼프월드Ⅰ,"186,000",2023,2,25,152.62,18,여의도동,여의동로
여의도리미티오148,"61,000",2023,2,21,38.441,4,영등포동2가,버드나루로
한신공영,"61,000",2023,2,25,59.98,3,양평동1가,영등포로12길
한솔,"67,000",2023,2,20,59.28,2,양평동6가,양평로30길
당산어울림2차,"89,000",2023,2,16,84.9651,2,당산동3가,양산로17길
힐스테이트클래시안,"95,500",2023,2,19,59.91,7,신길동,신길로28길
롯데캐슬아이비,"184,000",2023,3,30,137.09,18,여의도동,국제금융로
문래미원,"60,000",2023,3,6,59.4,5,문래동6가,문래로8길
당산2가현대홈타운,"93,000",2023,3,27,82.77,3,당산동2가,당산로
영등포푸르지오,"100,000",2023,3,24,79.777,13,영등포동,도신로29길
대우트럼프월드Ⅰ,"185,000",2023,3,27,152.62,14,여의도동,여의동로
우성1,"65,000",2023,3,25,62.37,5,대림동,도림로
래미안에스티움,"148,000",2023,3,26,84.97,24,신길동,신풍로
대우트럼프월드Ⅰ,"185,000",2023,3,27,152.62,14,여의도동,여의동로
신기목련아파트,"55,500",2023,3,28,59.4,16,신길동,신길로42가길
신길센트럴자이아파트,"120,000",2023,3,22,84.98,10,신길동,신길로29길
래미안영등포프레비뉴,"117,000",2023,4,6,84.98,11,신길동,가마산로
대방전철,"75,000",2023,4,27,75.88,3,신길동,여의대방로61길
당산2가현대홈타운,"103,000",2023,4,28,82.77,18,당산동2가,당산로
유원제일2차,"145,000",2023,4,30,123.76,6,당산동5가,선유동2로
당산롯데캐슬프레스티지,"136,000",2023,4,30,84.98,6,당산동4가,영신로
한솔,"72,000",2023,4,28,84.13,5,양평동6가,양평로30길
광장,"183,000",2023,4,25,102.35,6,여의도동,여의나루로
현대3차,"69,000",2023,4,25,84.44,4,문래동5가,선유서로
더샵파크프레스티지,"118,000",2023,4,26,84.9005,20,신길동,가마산로79길
포레나영등포센트럴,"95,000",2023,4,29,59.8976,13,영등포동7가,국회대로50길
래미안에스티움,"106,000",2023,5,24,59.98,4,신길동,신풍로
양평한신,"77,000",2023,5,30,59.94,8,양평동5가,양평로24길
영등포푸르지오,"88,000",2023,5,31,59.912,8,영등포동,도신로29길
상록수,"54,000",2023,5,30,59.67,8,양평동2가,영등포로
신길파크자이,"124,000",2023,5,29,84.99,4,신길동,신길로28길
경남아너스빌,"99,000",2023,5,31,84.93,6,영등포동7가,양산로
문래힐스테이트,"155,000",2023,5,29,137.82,15,문래동3가,문래로
현대2차,"89,900",2023,5,31,80.92,2,양평동3가,선유동2로
보라매에스케이뷰,"126,000",2023,5,25,84.98,5,신길동,여의대방로35가길
영등포푸르지오,"110,000",2023,5,26,79.777,22,영등포동,도신로29길
한신휴2차,"73,000",2023,6,17,84.93,6,대림동,디지털로69길
브라운스톤영등포,"75,000",2023,6,23,84.9,3,영등포동7가,버드나루로12가길
남서울,"79,600",2023,6,15,48.26,4,신길동,신길로
대우트럼프월드II,"215,000",2023,6,30,143.61,20,여의도동,여의동로
양평역미소지움,"77,043",2023,6,26,59.469,14,양평동3가,양산로
양평역미소지움,"71,907",2023,6,30,59.469,13,양평동3가,양산로
양평역미소지움,"48,819",2023,6,30,37.8,8,양평동3가,양산로
양평역미소지움,"71,541",2023,6,30,59.166,2,양평동3가,양산로
양평역미소지움,"76,884",2023,6,30,59.343,14,양평동3가,양산로
양평역미소지움,"50,446",2023,6,24,37.8,16,양평동3가,양산로
롯데캐슬아이비,"210,000",2023,7,4,137.09,11,여의도동,국제금융로
수정,"174,000",2023,7,11,74.55,4,여의도동,국제금융로7길
미성,"164,000",2023,7,13,92.56,6,여의도동,의사당대로
남성,"50,000",2023,7,5,47.3,15,문래동2가,경인로77길
양평역미소지움,"43,937",2023,7,15,37.8,2,양평동3가,양산로
당산어울림2차,"95,000",2023,7,29,84.9651,5,당산동3가,양산로17길
당산센트럴아이파크,"169,000",2023,7,29,84.98,11,당산동5가,영신로
삼성래미안,"78,000",2023,7,29,59.4,5,양평동2가,영등포로3길
아크로타워스퀘어,"147,500",2023,7,31,84.69,26,영등포동7가,국회대로54길
양평한신,"106,000",2023,7,28,84.87,16,양평동5가,양평로24길
대우트럼프월드II,"290,000",2023,8,4,179.78,10,여의도동,여의동로
당산현대5차,"133,000",2023,8,15,84.69,21,당산동4가,당산로42길
문래해태,"65,000",2023,8,11,65.65,7,문래동3가,영신로25길
쌍용플래티넘S,"19,500",2023,8,19,22.68,12,대림동,대림로29길
당산2가현대홈타운,"105,500",2023,8,30,82.77,19,당산동2가,당산로
당산현대5차,"137,000",2023,8,29,114.84,12,당산동4가,당산로42길
보라매에스케이뷰,"136,000",2023,8,27,84.98,24,신길동,여의대방로35가길
양평현대6차,"88,000",2023,8,31,59.98,21,양평동3가,선유로
삼성,"73,000",2023,8,26,60.48,7,신길동,여의대방로
삼부,"285,000",2023,8,31,135.8,8,여의도동,국제금융로7길
롯데캐슬아이비,"196,500",2023,9,23,113.59,17,여의도동,국제금융로
훼미리하우스117,"13,500",2023,9,16,16.98,11,영등포동7가,버드나루로
당산디오빌,"37,900",2023,9,23,29.23,14,당산동5가,당산로
영등포푸르지오,"89,500",2023,9,26,59.912,23,영등포동,도신로29길
남서울,"84,007",2023,9,2,42.98,3,신길동,신길로
당산계룡리슈빌3단지,"71,300",2023,9,27,49.993,3,당산동3가,양산로25길
영등포아트자이,"165,000",2023,9,27,143.591,23,도림동,도영로
삼환,"115,000",2023,9,26,84.87,13,영등포동8가,영중로
롯데캐슬엠파이어,"184,000",2023,9,25,108.18,4,여의도동,의사당대로
영등포푸르지오,"110,000",2023,9,25,84.84,16,영등포동,도신로29길
현대3차,"98,900",2023,10,20,84.7,6,양평동3가,선유동2로
대우트럼프월드Ⅰ,"230,000",2023,10,28,152.62,28,여의도동,여의동로
신미,"78,000",2023,10,26,75.48,1,신길동,신길로23길
공작,"260,000",2023,10,27,125.75,8,여의도동,여의대로6길
당산삼성래미안4차,"168,000",2023,10,10,115.78,4,당산동5가,당산로
현대2차,"53,500",2023,10,23,41.04,11,문래동6가,문래로4길
여의도리미티오148,"37,610",2023,10,21,24.3859,7,영등포동2가,버드나루로
국화맨션,"124,000",2023,10,27,84.71,5,문래동3가,도림로
신대림신동아파밀리에,"81,000",2023,10,26,84.9563,2,대림동,도림로54길
삼호한숲,"122,500",2023,10,28,112.77,7,양평동4가,선유로47길
문래두산위브,"70,500",2023,11,14,65.46,5,문래동5가,선유로9나길
당산센트럴아이파크,"195,000",2023,11,30,114.98,6,당산동5가,영신로
롯데캐슬아이비,"150,000",2023,11,27,103.86,9,여의도동,국제금융로
여의도자이,"295,000",2023,11,28,163.64,5,여의도동,여의동로3길
시범,"198,000",2023,11,29,79.24,6,여의도동,63로
문래힐스테이트,"155,000",2023,11,23,165.18,6,문래동3가,문래로
현대2,"75,000",2023,11,30,84.74,17,대림동,도신로4길
신길센트럴자이아파트,"123,000",2023,11,29,84.98,10,신길동,신길로29길
영등포푸르지오,"107,500",2023,11,27,79.777,11,영등포동,도신로29길
리첸시아,"226,000",2023,11,19,119.21,25,여의도동,여의동로
유원제일,"79,000",2023,12,27,51.48,1,당산동4가,국회대로29길
래미안에스티움,"138,000",2023,12,31,84.97,14,신길동,신풍로
래미안에스티움,"136,000",2023,12,26,84.97,17,신길동,신풍로
영등포푸르지오,"97,300",2023,12,30,73.133,7,영등포동,도신로29길
롯데캐슬엠파이어,"201,000",2023,12,22,147.8,25,여의도동,의사당대로
영등포푸르지오,"98,000",2023,12,28,73.133,5,영등포동,도신로29길
신길센트럴아이파크,"102,500",2023,12,29,59.97,10,신길동,가마산로
경동미르웰여의도,"13,900",2023,12,4,14.03,10,영등포동2가,버드나루로7길
롯데캐슬엠파이어,"178,000",2023,12,24,126.75,4,여의도동,의사당대로
영등포푸르지오,"93,000",2023,12,23,73.133,2,영등포동,도신로29길
힐스테이트 상도 센트럴파크,"65,000",2014,1,24,84.6099,6,상도동,상도로
상도1차갑을명가,"34,900",2014,1,24,84.38,8,상도동,국사봉길
래미안트윈파크,"92,000",2014,1,11,115.42,7,본동,노량진로23가길
사당우성3,"48,300",2014,1,21,108.08,2,사당동,동작대로29길
한강현대,"50,000",2014,1,29,83.475,7,흑석동,현충로
신동아리버파크,"33,200",2014,1,26,59.67,11,노량진동,만양로
한강현대,"40,000",2014,1,27,66.225,12,흑석동,현충로
제일,"34,600",2014,1,16,60.03,4,사당동,사당로16다길
진흥아리엘,"36,500",2014,1,23,84.9713,10,사당동,사당로16아길
삼환나우빌(520-0),"46,000",2014,1,25,84.87,6,상도동,상도로55길
진흥아리엘,"36,500",2014,2,17,84.9713,12,사당동,사당로16아길
보라매코오롱하늘채,"45,000",2014,2,25,84.7,3,대방동,여의대방로24다길
현대,"44,000",2014,2,26,84.57,14,신대방동,여의대방로
우성,"47,700",2014,2,23,124.77,1,노량진동,만양로8길
사당,"18,000",2014,2,28,45.2,1,사당동,사당로2길
현대201동,"24,850",2014,2,23,59.91,5,상도동,사당로2가길
사당,"18,000",2014,2,28,45.2,1,사당동,사당로2길
사당,"18,000",2014,2,28,45.2,1,사당동,사당로2길
상도현대,"29,000",2014,2,15,59.72,7,상도동,사당로2길
사당,"18,000",2014,2,28,45.2,3,사당동,사당로2길
롯데캐슬,"53,000",2014,3,17,84.96,9,사당동,사당로27길
포스코더샵,"37,400",2014,3,14,59.99,1,상도동,장승배기로4길
롯데낙천대,"36,800",2014,3,31,55.4561,21,신대방동,여의대방로10길
힐스테이트 상도 프레스티지,"80,618",2014,3,17,120.571,8,상도동,상도로
노량진맨션,"27,300",2014,3,30,69.09,2,노량진동,장승배기로18길
한강현대,"73,500",2014,3,29,131.4,13,흑석동,현충로
백촌빌라트,"22,900",2014,3,18,65.28,4,상도동,상도로38길
롯데캐슬,"51,000",2014,3,16,84.96,13,사당동,사당로27길
래미안상도3차,"50,500",2014,3,24,84.96,1,상도동,상도로53길
래미안상도3차,"63,000",2014,3,24,114.97,3,상도동,상도로53길
힐스테이트 상도 프레스티지,"80,052",2014,4,14,120.004,6,상도동,상도로
아이파크,"46,000",2014,4,21,84.96,6,상도동,장승배기로
힐스테이트 상도 프레스티지,"80,943",2014,4,24,120.004,13,상도동,상도로
롯데낙천대,"56,000",2014,4,28,80.2422,12,신대방동,여의대방로10길
신동아리버파크,"42,000",2014,4,29,84.88,18,노량진동,만양로
포스코더샵,"43,400",2014,4,28,59.99,4,상도동,장승배기로4길
극동(105),"34,300",2014,4,24,59.25,2,사당동,동작대로29길
래미안상도3차,"60,000",2014,4,10,84.96,14,상도동,상도로53길
대림(169-8),"47,000",2014,4,22,84.91,4,사당동,사당로17길
롯데낙천대,"35,900",2014,4,18,55.4561,8,신대방동,여의대방로10길
신동아리버파크,"51,500",2014,5,10,114.75,21,노량진동,만양로
보라매e편한세상,"45,200",2014,5,25,59.98,16,신대방동,보라매로
보라매e편한세상,"57,800",2014,5,24,84.94,5,신대방동,보라매로
대림아파트,"60,500",2014,5,19,84.92,13,대방동,여의대방로44길
삼성래미안,"40,300",2014,5,20,60.739,20,사당동,사당로23바길
유원강변,"47,000",2014,5,26,84.63,23,본동,노량진로23가길
사당휴먼시아,"42,000",2014,5,31,59.96,12,사당동,사당로16길
삼성래미안,"49,000",2014,5,24,84.967,9,사당동,사당로23바길
신동아,"36,250",2014,5,19,84.46,9,본동,매봉로
신동아,"43,000",2014,5,31,104.7,12,본동,매봉로
동아,"33,500",2014,6,27,83.09,11,상도동,양녕로23길
사당우성2,"44,000",2014,6,26,84.66,1,사당동,동작대로29길
신동아4,"55,700",2014,6,4,118.25,3,사당동,동작대로29길
대림(169-8),"46,000",2014,6,29,84.91,11,사당동,사당로17길
힐스테이트 상도 센트럴파크,"50,000",2014,6,30,59.7686,2,상도동,상도로
한신휴플러스,"37,000",2014,6,28,59.9,8,본동,매봉로
롯데캐슬,"65,000",2014,6,20,155.6,3,사당동,사당로27길
래미안상도3차,"60,000",2014,6,23,84.96,15,상도동,상도로53길
삼성래미안,"50,000",2014,6,25,84.967,12,사당동,사당로23바길
상도더샵2차,"53,000",2014,6,30,84.99,10,상도동,장승배기로10길
힐스테이트 상도 센트럴파크,"62,000",2014,7,22,84.7835,2,상도동,상도로
사당우성3,"49,000",2014,7,5,84.66,8,사당동,동작대로29길
르메이에르,"27,500",2014,7,23,59.4,2,사당동,사당로20길
르메이에르,"30,500",2014,7,29,59.4,9,사당동,사당로20길
흑석한강푸르지오,"88,300",2014,7,31,115.84,9,흑석동,흑석한강로
포스코더샵,"42,500",2014,7,13,59.99,6,상도동,장승배기로4길
힐스테이트 상도 센트럴파크,"63,500",2014,7,31,84.6099,16,상도동,상도로
래미안트윈파크,"83,000",2014,7,24,115.42,7,본동,노량진로23가길
경동윈츠리버,"31,700",2014,7,18,56.68,6,본동,노량진로32길
상도더샵2차,"52,500",2014,7,22,84.99,4,상도동,장승배기로10길
신동아리버파크,"50,500",2014,8,13,114.75,10,노량진동,만양로
신동아4,"50,000",2014,8,23,84.46,9,사당동,동작대로29길
경동윈츠리버,"41,700",2014,8,30,79.68,11,본동,노량진로32길
경남교수,"57,900",2014,8,23,113.93,20,신대방동,여의대방로10길
상도더샵2차,"53,000",2014,8,29,84.98,5,상도동,장승배기로10길
대림아파트,"34,000",2014,8,22,59.84,2,대방동,여의대방로44길
명수대현대,"70,000",2014,8,27,124.95,3,흑석동,현충로
현대,"29,100",2014,8,28,59.96,12,사당동,사당로17길
아데나339,"12,200",2014,8,18,15.36,3,대방동,여의대방로54길
힐스테이트 상도 센트럴파크,"66,000",2014,8,20,84.6099,9,상도동,상도로
상도동래미안1차,"59,500",2014,9,1,114.171,7,상도동,등용로
쌍용예가,"48,150",2014,9,18,84.913,5,노량진동,장승배기로16길
흑석동양아파트,"34,200",2014,9,1,59.511,14,흑석동,서달로1길
우성,"37,000",2014,9,25,84.96,1,노량진동,만양로8길
롯데낙천대,"37,000",2014,9,30,55.4561,15,신대방동,여의대방로10길
상도동삼호아파트,"37,400",2014,9,24,84.52,12,상도동,상도로
한강현대,"44,000",2014,9,13,66.225,12,흑석동,현충로
롯데낙천대,"36,800",2014,9,30,55.4561,3,신대방동,여의대방로10길
주공2,"28,500",2014,9,30,51.66,12,대방동,여의대방로44길
힐스테이트 상도 센트럴파크,"65,500",2014,9,27,84.6099,11,상도동,상도로
래미안트윈파크,"58,300",2014,10,25,59.9,15,본동,노량진로23가길
한강현대,"75,000",2014,10,25,115.35,12,흑석동,현충로
삼성래미안,"52,500",2014,10,20,84.967,8,사당동,사당로23바길
한강현대,"45,000",2014,10,25,66.225,8,흑석동,현충로
성원,"46,500",2014,10,18,84.32,16,대방동,여의대방로44길
대림(169-8),"54,000",2014,10,31,125.4,15,사당동,사당로17길
사당우성3,"52,350",2014,10,24,118.25,13,사당동,동작대로29길
극동(105),"50,000",2014,10,23,119.5,1,사당동,동작대로29길
신동아리버파크,"32,300",2014,10,5,59.67,3,노량진동,만양로
제일,"35,000",2014,10,21,60.03,6,사당동,사당로16다길
래미안상도3차,"69,800",2014,11,21,114.97,11,상도동,상도로53길
상도현대,"25,500",2014,11,23,59.72,1,상도동,사당로2길
이수교KCC스위첸,"72,500",2014,11,29,120.71,9,동작동,동작대로45길
사당휴먼시아,"50,000",2014,11,29,84.97,13,사당동,사당로16길
경동윈츠리버,"53,000",2014,11,24,110.04,8,본동,노량진로32길
삼성래미안,"42,800",2014,11,21,59.9843,13,본동,매봉로
한강현대,"44,500",2014,11,27,66.225,5,흑석동,현충로
힐스테이트 상도 프레스티지,"63,500",2014,11,24,84.953,3,상도동,상도로
주공2,"34,600",2014,11,17,59.97,5,대방동,여의대방로44길
