아파트 이름,거래 금액(만원),거래 연도,거래 월,거래 일,전용 면적(㎡),층수,법정동명,도로명 주소
동답한신,"49,500",2022,5,18,35.45,7,답십리동,답십리로
한일노벨리아,"29,000",2022,5,19,29.786,16,답십리동,천호대로
미주,"148,000",2022,5,20,127.11,14,청량리동,약령시로
쌍용,"92,000",2022,5,23,84.89,24,이문동,한천로58길
청계지웰에스테이트,"16,000",2022,5,30,19.77,9,답십리동,사가정로
쌍용,"84,700",2022,5,23,59.99,11,이문동,한천로58길
전농동하우스토리,"84,000",2022,5,29,84.128,8,전농동,사가정로
민족통일MJ캠퍼스외대3차,"23,000",2022,5,13,18.54,12,이문동,이문로
한신아파트,"95,000",2022,5,16,84.76,17,제기동,고산자로
래미안 허브리츠,"105,000",2022,6,25,59.98,7,용두동,정릉천동로
캠퍼스드림오피스텔,"22,000",2022,6,22,16.04,6,휘경동,이문로
래미안엘파인아파트,"84,800",2022,6,25,59.95,11,답십리동,한천로37길
현대,"70,000",2022,6,29,84.94,8,휘경동,서울시립대로29길
베라체캠퍼스,"24,000",2022,6,25,24.011,12,회기동,이문로
한신아파트,"74,000",2022,6,29,84.83,10,장안동,사가정로
전농동삼성래미안,"80,000",2022,6,27,59.93,4,전농동,전농로
캠퍼스드림오피스텔,"22,000",2022,6,22,16.04,6,휘경동,이문로
두산위브,"116,000",2022,6,25,84.91,2,답십리동,황물로15길
한일노벨리아,"13,500",2022,6,1,14.76,17,답십리동,천호대로
래미안엘리니티,"160,000",2022,7,25,84.98,16,용두동,한빛로
한신아파트,"79,000",2022,7,18,84.76,1,제기동,고산자로
대림e-편한세상,"79,000",2022,7,30,59.958,19,이문동,한천로63길
신현대,"60,000",2022,7,25,60.48,8,회기동,이문로1길
청명에버아트1차,"40,800",2022,7,23,50.86,6,장안동,장한로21길
래미안위브,"133,000",2022,7,29,84.98,4,답십리동,답십리로
회기힐스테이트,"100,000",2022,7,16,84.99,11,회기동,회기로26길
건영스타밸리,"60,000",2022,7,22,62.15,6,제기동,경동시장로
두산,"71,000",2022,7,23,59.96,11,답십리동,답십리로56길
효성트럼프,"60,000",2022,7,22,75.83,5,제기동,제기로2길
청우,"52,500",2022,8,20,84.98,5,제기동,왕산로19다길
리베르떼,"34,400",2022,8,29,27.23,10,전농동,왕산로
청계푸르지오시티,"14,000",2022,8,27,18.92,5,답십리동,천호대로
민족통일MJ캠퍼스외대3차,"20,000",2022,8,29,18.72,11,이문동,이문로
민족통일MJ캠퍼스외대3차,"20,000",2022,8,29,18.24,11,이문동,이문로
민족통일MJ캠퍼스외대3차,"20,000",2022,8,29,18.54,11,이문동,이문로
민족통일MJ캠퍼스외대3차,"20,000",2022,8,29,18.54,11,이문동,이문로
민족통일MJ캠퍼스외대3차,"20,000",2022,8,29,18,11,이문동,이문로
민족통일MJ캠퍼스외대3차,"20,000",2022,8,29,18.24,10,이문동,이문로
민족통일MJ캠퍼스외대3차,"20,000",2022,8,29,18.72,10,이문동,이문로
동대문더퍼스트데시앙,"87,000",2022,9,28,59.8074,3,장안동,장한로27가길
쌍용,"75,000",2022,9,23,84.89,24,이문동,한천로58길
주공2,"63,000",2022,9,19,59.13,21,휘경동,한천로
선일크라시아,"48,500",2022,9,7,66.56,7,장안동,장한로26나길
답십리청솔우성,"75,000",2022,9,30,59.89,6,답십리동,전농로10길
동대문롯데캐슬노블레스,"125,500",2022,9,18,84.98,6,전농동,답십리로23길
포레스트힐시티,"17,000",2022,9,21,14.75,18,신설동,청계천로
두산,"83,000",2022,9,19,84.83,8,답십리동,답십리로56길
센시티16,"10,800",2022,9,30,14.244,7,답십리동,전농로
회기힐스테이트,"91,000",2022,9,19,84.99,8,회기동,회기로26길
스마트트라움,"43,500",2022,10,26,48.02,12,장안동,장한로26가길
래미안크레시티,"105,000",2022,10,26,84.96,4,전농동,사가정로
동아,"75,000",2022,10,30,84.72,16,답십리동,한천로11길
쌍용,"72,000",2022,10,26,114.35,14,이문동,한천로58길
휘경센트레빌,"120,000",2022,10,18,114.99,10,휘경동,외대역동로
청재제일타운,"60,000",2022,10,30,83.76,7,용두동,왕산로16길
쌍용,"63,000",2022,10,28,59.99,13,이문동,한천로58길
민족통일MJ캠퍼스외대3차,"23,000",2022,10,18,18.24,12,이문동,이문로
태솔타워,"25,700",2022,10,15,39.24,7,장안동,장한로26가길
현대,"88,000",2022,10,8,76.63,10,청량리동,약령시로21길
래미안위브,"102,000",2022,11,18,84.98,15,답십리동,답십리로
래미안 허브리츠,"100,000",2022,11,28,84.97,12,용두동,정릉천동로
장안푸르미에,"12,500",2022,11,26,12.9463,6,장안동,천호대로97길
용두두산위브,"88,000",2022,11,19,84.99,10,용두동,정릉천동로
동대문푸르지오시티(도시형생활주택),"37,500",2022,11,26,30.11,6,용두동,왕산로
장안뉴시티,"10,050",2022,11,17,17.63,8,장안동,장한로
한일노벨리아,"13,400",2022,11,3,14.76,15,답십리동,천호대로
래미안위브,"105,000",2022,11,24,84.98,15,답십리동,답십리로
래미안위브,"102,000",2022,11,18,84.98,15,답십리동,답십리로
동성,"22,800",2022,11,28,25.34,6,휘경동,망우로12길
래미안 허브리츠,"97,000",2022,12,31,84.97,12,용두동,정릉천동로
래미안 허브리츠,"80,000",2022,12,31,59.98,12,용두동,정릉천동로
청계한신휴플러스,"78,000",2022,12,29,59.74,14,답십리동,서울시립대로
용두두산위브,"76,600",2022,12,17,59.99,13,용두동,정릉천동로
대림e-편한세상,"76,500",2022,12,31,84.972,11,이문동,한천로63길
래미안장안2차,"86,000",2022,12,20,81.05,6,장안동,장안벚꽃로
래미안 허브리츠,"75,000",2022,12,23,59.9,4,용두동,정릉천동로
장안현대홈타운(336),"74,500",2022,12,22,84.87,10,장안동,장안벚꽃로
래미안미드카운티,"103,000",2022,12,23,84.97,12,답십리동,답십리로
답십리파크자이,"74,000",2022,12,23,49.54,17,답십리동,답십리로56길
동서울한양,"58,000",2023,2,11,76.41,7,답십리동,답십리로
래미안위브,"108,000",2023,2,8,84.98,3,답십리동,답십리로
중앙하이츠빌,"62,000",2023,2,3,59.4,16,이문동,외대역동로
래미안크레시티,"97,000",2023,2,28,59.99,9,전농동,사가정로
장안위더스빌,"81,000",2023,2,28,106.88,5,장안동,한천로
래미안 허브리츠,"82,000",2023,2,24,59.96,3,용두동,정릉천동로
래미안위브,"127,000",2023,2,27,121.64,8,답십리동,답십리로
베라체캠퍼스,"25,900",2023,2,20,24.011,4,회기동,이문로
래미안크레시티,"95,300",2023,2,24,59.99,7,전농동,사가정로
대림e-편한세상,"75,000",2023,2,21,84.972,23,이문동,한천로63길
한신,"85,000",2023,3,31,114.95,12,청량리동,제기로
주공2,"54,800",2023,3,26,59.79,6,휘경동,한천로
쌍용,"59,000",2023,3,14,59.99,3,이문동,한천로58길
한신,"85,000",2023,3,31,114.95,12,청량리동,제기로
래미안 허브리츠,"96,500",2023,3,25,84.97,4,용두동,정릉천동로
투니온,"13,000",2023,3,27,26.34,13,이문동,이문로
답십리파크자이,"87,500",2023,3,27,59.91,2,답십리동,답십리로56길
미주,"95,000",2023,3,30,101.62,15,청량리동,약령시로
주공1,"72,000",2023,3,29,84.29,21,휘경동,한천로
대우,"72,500",2023,3,24,84.89,25,이문동,한천로58길
현대,"89,000",2023,4,22,128.57,8,청량리동,약령시로21길
전농SK,"78,000",2023,4,18,84.95,21,전농동,사가정로
휘경센트레빌,"88,500",2023,4,1,84.89,14,휘경동,외대역동로
용두두산위브,"78,800",2023,4,29,59.99,13,용두동,정릉천동로
래미안아름숲,"109,500",2023,4,27,114.92,12,전농동,전농로16길
답십리엘림퍼스트,"60,000",2023,4,30,52.6987,6,답십리동,전농로3길
장안현대홈타운(336),"81,500",2023,4,28,84.87,27,장안동,장안벚꽃로
래미안크레시티,"120,000",2023,4,27,84.98,21,전농동,사가정로
현대,"69,500",2023,4,28,59.92,5,제기동,정릉천동로
래미안크레시티,"96,000",2023,4,29,59.99,5,전농동,사가정로
힐스테이트청계,"82,000",2023,5,11,48.98,6,답십리동,천호대로55길
답십리파크자이,"118,000",2023,5,24,84.83,9,답십리동,답십리로56길
래미안크레시티,"103,500",2023,5,30,59.99,9,전농동,사가정로
상록파라브아파트105동,"61,000",2023,5,31,84.99,11,장안동,천호대로97길
상록파라브아파트105동,"61,000",2023,5,31,84.99,11,장안동,천호대로97길
청계천대성스카이렉스1,"74,000",2023,5,27,84.78,9,신설동,청계천로
래미안위브,"135,000",2023,5,30,121.64,1,답십리동,답십리로
동대문롯데캐슬노블레스,"120,500",2023,5,29,84.98,24,전농동,답십리로23길
래미안크레시티,"121,000",2023,5,28,84.97,12,전농동,사가정로
래미안위브,"100,000",2023,5,27,84.98,3,답십리동,답십리로
이편한세상청계센트럴포레,"105,000",2023,6,13,59.96,16,용두동,무학로
이편한세상청계센트럴포레,"114,500",2023,6,25,59.96,11,용두동,무학로
주공1,"75,350",2023,6,6,84.73,17,휘경동,한천로
래미안 허브리츠,"70,000",2023,6,29,84.97,2,용두동,정릉천동로
래미안미드카운티,"98,700",2023,6,27,59.98,17,답십리동,답십리로
장안힐스테이트,"77,500",2023,6,7,59.885,20,장안동,장안벚꽃로1길
래미안장안2차,"75,500",2023,6,27,64.85,18,장안동,장안벚꽃로
전농우성,"57,000",2023,6,17,59.78,11,전농동,사가정로
한신,"64,300",2023,6,21,59.97,8,청량리동,제기로
래미안위브,"120,000",2023,6,26,84.98,18,답십리동,답십리로
전농SK,"68,000",2023,7,26,59.34,25,전농동,사가정로
전농SK,"68,000",2023,7,26,59.34,25,전농동,사가정로
경동미주,"63,000",2023,7,25,67.21,8,제기동,정릉천동로
대림,"65,500",2023,7,14,59.65,14,답십리동,답십리로60길
대림,"65,500",2023,7,14,59.65,14,답십리동,답십리로60길
래미안장안2차,"93,000",2023,7,30,81.05,17,장안동,장안벚꽃로
경동미주,"91,000",2023,7,28,96.96,5,제기동,정릉천동로
래미안크레시티,"108,500",2023,7,25,59.99,7,전농동,사가정로
두산,"76,000",2023,7,29,84.83,6,답십리동,답십리로56길
안암골벽산,"93,000",2023,7,24,116.69,9,제기동,약령시로
전농SK,"65,700",2023,8,18,59.34,4,전농동,사가정로
답십리청솔우성,"87,000",2023,8,24,114.76,8,답십리동,전농로10길
전농동신성미소지움,"97,500",2023,8,19,80.325,8,전농동,서울시립대로
답십리청솔우성,"65,000",2023,8,13,59.74,2,답십리동,전농로10길
래미안 허브리츠,"108,000",2023,8,30,84.97,5,용두동,정릉천동로
새한그린빌(306-10),"25,500",2023,8,28,84.92,6,장안동,장한로27가길
이편한세상청계센트럴포레,"133,500",2023,8,29,84.93,24,용두동,무학로
미주,"110,000",2023,8,26,102.15,10,청량리동,약령시로
대우,"79,000",2023,8,26,84.891,9,이문동,한천로58길
대우,"71,500",2023,8,26,84.891,1,이문동,한천로58길
미주,"130,000",2023,9,28,152.2,3,청량리동,약령시로
동서울한양,"68,000",2023,9,26,76.41,8,답십리동,답십리로
휘경미소지움,"75,000",2023,9,26,114.03,1,휘경동,망우로
신답극동,"80,000",2023,9,24,105.59,15,답십리동,서울시립대로
청계천대성스카이렉스1,"72,500",2023,9,15,75.24,16,신설동,청계천로
대림e-편한세상,"60,000",2023,9,25,59.958,9,이문동,한천로63길
장안현대홈타운(336),"92,000",2023,9,19,84.87,8,장안동,장안벚꽃로
주공2,"38,000",2023,9,25,39.97,19,휘경동,한천로
주공2,"63,000",2023,9,15,59.13,10,휘경동,한천로
래미안미드카운티,"118,500",2023,9,23,84.99,16,답십리동,답십리로
미주,"131,000",2023,10,10,152.17,12,청량리동,약령시로
미주,"131,000",2023,10,10,152.17,12,청량리동,약령시로
래미안크레시티,"155,000",2023,10,27,121.95,11,전농동,사가정로
보광타워,"28,800",2023,10,21,22.46,14,답십리동,황물로
답십리한화,"85,500",2023,10,31,84.86,2,답십리동,고미술로
래미안장안2차,"98,500",2023,10,31,81.05,12,장안동,장안벚꽃로
동대문더퍼스트데시앙,"78,500",2023,10,29,59.9942,12,장안동,장한로27가길
답십리한화,"85,500",2023,10,31,84.86,2,답십리동,고미술로
래미안크레시티,"126,000",2023,10,27,84.96,17,전농동,사가정로
한신아파트,"85,000",2023,10,30,114.885,3,제기동,고산자로
현대썬앤빌601,"10,500",2023,11,30,18.35,19,장안동,장한로
장안현대홈타운(336),"88,000",2023,11,30,84.87,12,장안동,장안벚꽃로
우성그린,"69,500",2023,11,28,84.98,7,답십리동,답십리로59길
용두두산위브,"97,000",2023,11,25,84.99,20,용두동,정릉천동로
청명에버아트1차,"35,000",2023,11,30,50.86,13,장안동,장한로21길
중앙하이츠빌,"80,000",2023,11,14,84.81,10,이문동,외대역동로
쌍용,"73,500",2023,11,23,84.89,2,이문동,한천로58길
두산,"62,000",2023,11,16,59.96,5,답십리동,답십리로56길
래미안크레시티,"103,000",2023,11,24,59.99,14,전농동,사가정로
현대,"88,000",2023,11,19,114.6,22,이문동,한천로58길
이문휘경지웰에스테이트,"17,450",2023,12,26,14.1448,6,휘경동,외대역동로
래미안장안2차,"72,500",2023,12,28,54.43,7,장안동,장안벚꽃로
답십리파크자이,"85,400",2023,12,23,59.91,1,답십리동,답십리로56길
쌍용,"74,500",2023,12,20,84.89,17,이문동,한천로58길
한신아파트,"80,000",2023,12,20,84.76,11,제기동,고산자로
래미안 허브리츠,"89,900",2023,12,30,59.96,4,용두동,정릉천동로
이편한세상청계센트럴포레,"59,500",2023,12,20,51.96,17,용두동,무학로
장안현대홈타운(336),"73,000",2023,12,30,58.42,4,장안동,장안벚꽃로
쌍용,"62,000",2023,12,27,59.99,5,이문동,한천로58길
대림e-편한세상,"68,500",2023,12,26,59.958,5,이문동,한천로63길
"엘지,쌍용아파트","26,500",2014,1,25,68.12,11,상봉동,봉화산로
세모,"23,000",2014,1,28,68.35,7,면목동,봉우재로
우남푸르미아,"33,000",2014,1,28,84.67,14,신내동,봉화산로56길
동성1,"22,375",2014,1,28,59.4,4,신내동,신내로
현대,"31,000",2014,1,24,74.79,18,면목동,용마산로
삼익아파트.상가동,"22,950",2014,1,19,59.82,4,중화동,중랑역로
면목한신,"16,300",2014,1,24,44.5,3,면목동,중랑천로
태영데시앙1,"38,200",2014,1,18,84.9353,16,상봉동,상봉중앙로8길
신내대림아파트,"50,600",2014,1,25,126.28,9,묵동,신내로21길
금호어울림(580),"27,900",2014,1,28,59.96,2,망우동,양원역로
한일써너스빌,"39,500",2014,2,25,84.642,20,상봉동,망우로
한일써너스빌,"49,300",2014,2,25,125.677,2,상봉동,망우로
용마한신2,"28,850",2014,2,27,59.84,7,면목동,사가정로71길
동성1,"25,200",2014,2,28,65.56,5,신내동,신내로
신내11대명,"17,500",2014,2,22,39.76,9,신내동,봉화산로
한일써너스빌리젠시1단지(101동),"42,950",2014,2,26,84.69,18,망우동,용마산로115길
경원,"18,000",2014,2,19,59.4,1,신내동,봉화산로56길
극동,"25,500",2014,2,28,74.23,3,중화동,봉화산로27길
개나리,"13,700",2014,2,26,41.88,5,망우동,송림길
신안1,"26,000",2014,2,25,59.96,14,묵동,공릉로2라길
신내 데시앙포레,"44,300",2014,3,19,114.8,8,신내동,신내역로
신내6대주,"17,500",2014,3,29,39.84,2,신내동,신내로19길
건영2차아파트,"31,900",2014,3,31,84.96,18,상봉동,신내로7나길
극동늘푸른,"25,900",2014,3,31,57.63,7,묵동,동일로
신도,"25,000",2014,3,28,59.89,16,묵동,공릉로13길
개인택시주택조합(미성아파트),"17,000",2014,3,29,55.4,1,면목동,용마산로94다길
한신아파트상가동유치원동(103~109),"37,300",2014,3,21,84.03,23,중화동,동일로
마젤란21,"34,000",2014,3,16,78.941,13,면목동,겸재로30길
한신아파트상가동유치원동(103~109),"25,700",2014,3,27,59.76,2,중화동,동일로
용마금호타운,"31,000",2014,3,24,84.9,14,면목동,용마산로
신원,"27,000",2014,4,26,84.12,18,망우동,망우로
리치카운티,"36,000",2014,4,21,84.741,5,면목동,겸재로29길
"엘지,쌍용아파트","23,900",2014,4,22,68.12,1,상봉동,봉화산로
라이프미성,"18,350",2014,4,22,59.6,5,신내동,용마산로129나길
강오(B동),"29,300",2014,4,20,80.88,4,중화동,동일로
공감대(390-1),"32,000",2014,4,26,83.46,2,면목동,답십리로81길
신내 데시앙포레,"36,800",2014,4,19,84.94,20,신내동,
성원,"28,300",2014,4,22,84.32,5,신내동,신내로
두산6,"25,000",2014,4,12,59.55,7,면목동,답십리로77길
화성.두산아파트,"27,900",2014,4,17,66.96,3,신내동,신내로
용마한신2,"37,500",2014,5,31,84.51,17,면목동,사가정로71길
건영1,"29,500",2014,5,12,84.96,3,상봉동,봉화산로48길
동부아파트,"31,000",2014,5,31,84.99,7,상봉동,신내로7가길
신내6대주,"18,600",2014,5,26,39.84,7,신내동,신내로19길
금호어울림(580),"29,100",2014,5,31,84.93,1,망우동,양원역로
용마한신,"24,800",2014,5,28,59.22,5,면목동,사가정로71길
성원,"24,000",2014,5,5,84.32,6,신내동,신내로
동성아파트,"22,400",2014,5,21,59.4,10,신내동,봉화산로
신내두산아파트,"43,000",2014,5,19,126.28,1,묵동,신내로21길
우정아파트,"30,000",2014,5,21,81.783,1,상봉동,상봉중앙로1다길
다우훼밀리,"29,000",2014,6,29,84.87,11,신내동,송림길
경남아너스빌,"42,000",2014,6,23,84.961,14,면목동,답십리로75길
한진해모로,"33,500",2014,6,28,84.93,5,망우동,양원역로6가길
예성그린캐슬,"25,000",2014,6,23,58.9,11,망우동,용마산로112가길
신내6대주,"18,100",2014,6,30,39.84,7,신내동,신내로19길
신성미소지움,"33,700",2014,6,30,80.1913,12,면목동,용마산로86길
